game_id,agent_id,role,model_name,color,timestamp
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_3,honest,gpt-4-turbo,🟢,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_3,honest,gpt-4-turbo,🟢,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_3,honest,gpt-4-turbo,🟢,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_3,honest,gpt-4-turbo,🟢,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_3,honest,gpt-4-turbo,🟢,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_3,honest,gpt-4-turbo,🟢,
b43f8d4a-da2e-450c-a055-6657c0d16b17,Agent_4,honest,gpt-4,💗,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,Agent_4,honest,gpt-4,💗,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_4,honest,gpt-4,💗,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_4,honest,gpt-4,💗,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_4,honest,gpt-4,💗,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_4,honest,gpt-4,💗,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_4,honest,gpt-4,💗,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_4,honest,gpt-4,💗,
b43f8d4a-da2e-450c-a055-6657c0d16b17,Agent_5,honest,claude-3-opus-20240229,🟠,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,Agent_5,honest,claude-3-opus-20240229,🟠,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_5,honest,claude-3-opus-20240229,🟠,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_5,honest,claude-3-opus-20240229,🟠,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_5,honest,claude-3-opus-20240229,🟠,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_5,honest,claude-3-opus-20240229,🟠,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_5,honest,claude-3-opus-20240229,🟠,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_5,honest,claude-3-opus-20240229,🟠,
b43f8d4a-da2e-450c-a055-6657c0d16b17,Agent_6,honest,gpt-4,🟡,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,Agent_6,honest,gpt-4,🟡,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_6,honest,gpt-4,🟡,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_6,honest,gpt-4,🟡,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_6,honest,gpt-4,🟡,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_6,honest,gpt-4,🟡,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_6,honest,gpt-4,🟡,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_6,honest,gpt-4,🟡,
b43f8d4a-da2e-450c-a055-6657c0d16b17,Agent_7,honest,gemini-1.5-pro,⚫,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,Agent_7,honest,gemini-1.5-pro,⚫,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_7,honest,gemini-1.5-pro,⚫,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_7,honest,gemini-1.5-pro,⚫,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_7,honest,gemini-1.5-pro,⚫,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_7,honest,gemini-1.5-pro,⚫,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_7,honest,gemini-1.5-pro,⚫,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_7,honest,gemini-1.5-pro,⚫,
b43f8d4a-da2e-450c-a055-6657c0d16b17,Agent_8,byzantine,gpt-4o,⚪,
cf4ca079-8ccd-490a-a29e-86a8eb9e6c20,Agent_8,byzantine,gpt-4o,⚪,
7e46236f-54ea-44cb-88f4-a9e6c7f23fb0,Agent_8,byzantine,gpt-4o,⚪,
c3c3fdab-f458-4c90-8fe2-51ad61ceafce,Agent_8,byzantine,gpt-4o,⚪,
75e0c9a6-50b5-4c32-86d2-4002fd1671fb,Agent_8,byzantine,gpt-4o,⚪,
4f1cb3a6-60bd-4b8a-bf1f-f66d299bb101,Agent_8,byzantine,gpt-4o,⚪,
ee00d321-014b-4b6f-a51a-4bfebc72a84f,Agent_8,byzantine,gpt-4o,⚪,
a8209c0b-86e7-49a4-87df-032a336a9e1e,Agent_8,byzantine,gpt-4o,⚪,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_1,byzantine,gpt-4,🔴,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_1,byzantine,gpt-4,🔴,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_1,byzantine,gpt-4,🔴,
00622173-7998-490b-926b-fc969937547f,Agent_1,byzantine,gpt-4,🔴,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_1,byzantine,gpt-4,🔴,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_1,byzantine,gpt-4,🔴,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_1,byzantine,gpt-4,🔴,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_1,byzantine,gpt-4,🔴,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_2,honest,gpt-4o,🔵,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_2,honest,gpt-4o,🔵,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_2,honest,gpt-4o,🔵,
00622173-7998-490b-926b-fc969937547f,Agent_2,honest,gpt-4o,🔵,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_2,honest,gpt-4o,🔵,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_2,honest,gpt-4o,🔵,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_2,honest,gpt-4o,🔵,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_2,honest,gpt-4o,🔵,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_3,honest,gpt-4-turbo,🟢,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_3,honest,gpt-4-turbo,🟢,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_3,honest,gpt-4-turbo,🟢,
00622173-7998-490b-926b-fc969937547f,Agent_3,honest,gpt-4-turbo,🟢,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_3,honest,gpt-4-turbo,🟢,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_3,honest,gpt-4-turbo,🟢,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_3,honest,gpt-4-turbo,🟢,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_3,honest,gpt-4-turbo,🟢,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_4,byzantine,gemini-1.5-pro,💗,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_4,byzantine,gemini-1.5-pro,💗,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_4,byzantine,gemini-1.5-pro,💗,
00622173-7998-490b-926b-fc969937547f,Agent_4,byzantine,gemini-1.5-pro,💗,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_4,byzantine,gemini-1.5-pro,💗,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_4,byzantine,gemini-1.5-pro,💗,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_4,byzantine,gemini-1.5-pro,💗,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_4,byzantine,gemini-1.5-pro,💗,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_5,honest,gpt-4,🟠,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_5,honest,gpt-4,🟠,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_5,honest,gpt-4,🟠,
00622173-7998-490b-926b-fc969937547f,Agent_5,honest,gpt-4,🟠,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_5,honest,gpt-4,🟠,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_5,honest,gpt-4,🟠,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_5,honest,gpt-4,🟠,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_5,honest,gpt-4,🟠,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_6,honest,claude-3-opus-20240229,🟡,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_6,honest,claude-3-opus-20240229,🟡,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_6,honest,claude-3-opus-20240229,🟡,
00622173-7998-490b-926b-fc969937547f,Agent_6,honest,claude-3-opus-20240229,🟡,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_6,honest,claude-3-opus-20240229,🟡,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_6,honest,claude-3-opus-20240229,🟡,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_6,honest,claude-3-opus-20240229,🟡,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_6,honest,claude-3-opus-20240229,🟡,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_7,honest,claude-3-haiku-20240307,⚫,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_7,honest,claude-3-haiku-20240307,⚫,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_7,honest,claude-3-haiku-20240307,⚫,
00622173-7998-490b-926b-fc969937547f,Agent_7,honest,claude-3-haiku-20240307,⚫,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_7,honest,claude-3-haiku-20240307,⚫,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_7,honest,claude-3-haiku-20240307,⚫,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_7,honest,claude-3-haiku-20240307,⚫,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_7,honest,claude-3-haiku-20240307,⚫,
5c4615c5-7732-45e6-b33c-45c87ae144ff,Agent_8,honest,gpt-4-turbo,⚪,
1a87a7c4-feea-4e2b-b308-8a2ec236535a,Agent_8,honest,gpt-4-turbo,⚪,
458a598f-6e2a-4d72-a64d-f9936a28f1cc,Agent_8,honest,gpt-4-turbo,⚪,
00622173-7998-490b-926b-fc969937547f,Agent_8,honest,gpt-4-turbo,⚪,
8d118a06-c817-4dfe-ab02-076744d75e58,Agent_8,honest,gpt-4-turbo,⚪,
753afee7-2989-4bff-a7af-1351ead9181f,Agent_8,honest,gpt-4-turbo,⚪,
4dfa22b8-f21c-40c0-bfe4-cdc516413dc0,Agent_8,honest,gpt-4-turbo,⚪,
bb29874a-2070-48a6-a25e-7d3f4380589f,Agent_8,honest,gpt-4-turbo,⚪,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_1,honest,gpt-4-turbo,🔴,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_1,honest,gpt-4-turbo,🔴,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_1,honest,gpt-4-turbo,🔴,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_1,honest,gpt-4-turbo,🔴,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_1,honest,gpt-4-turbo,🔴,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_1,honest,gpt-4-turbo,🔴,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_1,honest,gpt-4-turbo,🔴,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_1,honest,gpt-4-turbo,🔴,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_2,byzantine,gpt-4o,🔵,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_2,byzantine,gpt-4o,🔵,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_2,byzantine,gpt-4o,🔵,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_2,byzantine,gpt-4o,🔵,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_2,byzantine,gpt-4o,🔵,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_2,byzantine,gpt-4o,🔵,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_2,byzantine,gpt-4o,🔵,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_2,byzantine,gpt-4o,🔵,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_3,honest,claude-3-opus-20240229,🟢,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_3,honest,claude-3-opus-20240229,🟢,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_3,honest,claude-3-opus-20240229,🟢,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_3,honest,claude-3-opus-20240229,🟢,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_3,honest,claude-3-opus-20240229,🟢,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_3,honest,claude-3-opus-20240229,🟢,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_3,honest,claude-3-opus-20240229,🟢,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_3,honest,claude-3-opus-20240229,🟢,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_4,honest,gpt-4,💗,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_4,honest,gpt-4,💗,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_4,honest,gpt-4,💗,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_4,honest,gpt-4,💗,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_4,honest,gpt-4,💗,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_4,honest,gpt-4,💗,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_4,honest,gpt-4,💗,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_4,honest,gpt-4,💗,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_5,byzantine,gpt-4,🟠,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_5,byzantine,gpt-4,🟠,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_5,byzantine,gpt-4,🟠,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_5,byzantine,gpt-4,🟠,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_5,byzantine,gpt-4,🟠,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_5,byzantine,gpt-4,🟠,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_5,byzantine,gpt-4,🟠,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_5,byzantine,gpt-4,🟠,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_6,honest,gemini-1.5-pro,🟡,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_6,honest,gemini-1.5-pro,🟡,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_6,honest,gemini-1.5-pro,🟡,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_6,honest,gemini-1.5-pro,🟡,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_6,honest,gemini-1.5-pro,🟡,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_6,honest,gemini-1.5-pro,🟡,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_6,honest,gemini-1.5-pro,🟡,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_6,honest,gemini-1.5-pro,🟡,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_7,honest,gpt-4-turbo,⚫,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_7,honest,gpt-4-turbo,⚫,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_7,honest,gpt-4-turbo,⚫,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_7,honest,gpt-4-turbo,⚫,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_7,honest,gpt-4-turbo,⚫,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_7,honest,gpt-4-turbo,⚫,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_7,honest,gpt-4-turbo,⚫,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_7,honest,gpt-4-turbo,⚫,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,Agent_8,honest,claude-3-haiku-20240307,⚪,
a5669dac-aeec-45fd-a44b-37d1e680053b,Agent_8,honest,claude-3-haiku-20240307,⚪,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,Agent_8,honest,claude-3-haiku-20240307,⚪,
00bf24cb-966e-48ef-a6d1-8fd22e718052,Agent_8,honest,claude-3-haiku-20240307,⚪,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,Agent_8,honest,claude-3-haiku-20240307,⚪,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,Agent_8,honest,claude-3-haiku-20240307,⚪,
44351127-0db0-4e59-9bad-3c00ce1395f3,Agent_8,honest,claude-3-haiku-20240307,⚪,
05f4445a-79ad-4463-83ca-a1a488940875,Agent_8,honest,claude-3-haiku-20240307,⚪,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_1,honest,gpt-4,🔴,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_1,honest,gpt-4,🔴,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_1,honest,gpt-4,🔴,
af25c292-2660-4129-aba2-118056766867,Agent_1,honest,gpt-4,🔴,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_1,honest,gpt-4,🔴,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_1,honest,gpt-4,🔴,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_1,honest,gpt-4,🔴,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_1,honest,gpt-4,🔴,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_2,honest,gpt-4-turbo,🔵,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_2,honest,gpt-4-turbo,🔵,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_2,honest,gpt-4-turbo,🔵,
af25c292-2660-4129-aba2-118056766867,Agent_2,honest,gpt-4-turbo,🔵,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_2,honest,gpt-4-turbo,🔵,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_2,honest,gpt-4-turbo,🔵,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_2,honest,gpt-4-turbo,🔵,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_2,honest,gpt-4-turbo,🔵,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_3,byzantine,gpt-4,🟢,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_3,byzantine,gpt-4,🟢,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_3,byzantine,gpt-4,🟢,
af25c292-2660-4129-aba2-118056766867,Agent_3,byzantine,gpt-4,🟢,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_3,byzantine,gpt-4,🟢,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_3,byzantine,gpt-4,🟢,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_3,byzantine,gpt-4,🟢,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_3,byzantine,gpt-4,🟢,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_4,honest,gemini-1.5-pro,💗,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_4,honest,gemini-1.5-pro,💗,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_4,honest,gemini-1.5-pro,💗,
af25c292-2660-4129-aba2-118056766867,Agent_4,honest,gemini-1.5-pro,💗,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_4,honest,gemini-1.5-pro,💗,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_4,honest,gemini-1.5-pro,💗,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_4,honest,gemini-1.5-pro,💗,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_4,honest,gemini-1.5-pro,💗,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_5,honest,claude-3-haiku-20240307,🟠,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_5,honest,claude-3-haiku-20240307,🟠,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_5,honest,claude-3-haiku-20240307,🟠,
af25c292-2660-4129-aba2-118056766867,Agent_5,honest,claude-3-haiku-20240307,🟠,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_5,honest,claude-3-haiku-20240307,🟠,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_5,honest,claude-3-haiku-20240307,🟠,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_5,honest,claude-3-haiku-20240307,🟠,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_5,honest,claude-3-haiku-20240307,🟠,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_6,byzantine,gpt-4o,🟡,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_6,byzantine,gpt-4o,🟡,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_6,byzantine,gpt-4o,🟡,
af25c292-2660-4129-aba2-118056766867,Agent_6,byzantine,gpt-4o,🟡,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_6,byzantine,gpt-4o,🟡,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_6,byzantine,gpt-4o,🟡,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_6,byzantine,gpt-4o,🟡,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_6,byzantine,gpt-4o,🟡,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_7,honest,claude-3-opus-20240229,⚫,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_7,honest,claude-3-opus-20240229,⚫,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_7,honest,claude-3-opus-20240229,⚫,
af25c292-2660-4129-aba2-118056766867,Agent_7,honest,claude-3-opus-20240229,⚫,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_7,honest,claude-3-opus-20240229,⚫,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_7,honest,claude-3-opus-20240229,⚫,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_7,honest,claude-3-opus-20240229,⚫,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_7,honest,claude-3-opus-20240229,⚫,
85338a1b-798f-43f9-857a-9731b05f97bc,Agent_8,honest,gpt-4-turbo,⚪,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,Agent_8,honest,gpt-4-turbo,⚪,
7b539775-4a57-42a5-94b0-73e15a410cf8,Agent_8,honest,gpt-4-turbo,⚪,
af25c292-2660-4129-aba2-118056766867,Agent_8,honest,gpt-4-turbo,⚪,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,Agent_8,honest,gpt-4-turbo,⚪,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,Agent_8,honest,gpt-4-turbo,⚪,
58792cf0-0ec6-4f49-908d-086ea8078a25,Agent_8,honest,gpt-4-turbo,⚪,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,Agent_8,honest,gpt-4-turbo,⚪,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,Agent_1,honest,gpt-4o,🔴,
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,Agent_1,honest,gpt-4o,🔴,
b8ecc008-b15c-44be-b1ba-6607a61139e6,Agent_1,honest,gpt-4o,🔴,
628fc78f-3b9a-4dfc-98c8-ba599006b3be,Agent_1,honest,gpt-4o,🔴,
5b2531c8-841d-49cf-9b2d-452186bdc78b,Agent_1,honest,gpt-4o,🔴,
a7701777-4ad7-496a-ab5b-66ad18be0851,Agent_1,honest,gpt-4o,🔴,
7993634a-1e96-4d38-b275-fe1b40cc9321,Agent_1,honest,gpt-4o,🔴,
84ec172f-533d-4af0-8bd4-749005857060,Agent_1,honest,gpt-4o,🔴,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,Agent_2,byzantine,gemini-1.5-pro,🔵,
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,Agent_2,byzantine,gemini-1.5-pro,🔵,
b8ecc008-b15c-44be-b1ba-6607a61139e6,Agent_2,byzantine,gemini-1.5-pro,🔵,
628fc78f-3b9a-4dfc-98c8-ba599006b3be,Agent_2,byzantine,gemini-1.5-pro,🔵,
5b2531c8-841d-49cf-9b2d-452186bdc78b,Agent_2,byzantine,gemini-1.5-pro,🔵,
a7701777-4ad7-496a-ab5b-66ad18be0851,Agent_2,byzantine,gemini-1.5-pro,🔵,
7993634a-1e96-4d38-b275-fe1b40cc9321,Agent_2,byzantine,gemini-1.5-pro,🔵,
84ec172f-533d-4af0-8bd4-749005857060,Agent_2,byzantine,gemini-1.5-pro,🔵,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,Agent_3,honest,gpt-4,🟢,
