game_id,round_id,consensus_decision,agreement_level,timestamp
05f4445a-79ad-4463-83ca-a1a488940875,3,Eject Agent_6,0.285714286,
eb8a2ac1-fc68-47e5-8e7e-b61631766a16,10,Max Rounds Reached – Honest Agents Win,1,
a5669dac-aeec-45fd-a44b-37d1e680053b,10,Max Rounds Reached – Honest Agents Win,1,
afd28e74-9518-4e43-a9e4-8e0060ed0fd2,10,Max Rounds Reached – Honest Agents Win,1,
00bf24cb-966e-48ef-a6d1-8fd22e718052,10,Max Rounds Reached – Honest Agents Win,1,
f0155743-1cc9-43b5-aed6-424b1c5ad2fd,10,Max Rounds Reached – Honest Agents Win,1,
6e1a4d27-99a8-4981-8c44-b04e3ba9b66f,10,Max Rounds Reached – Honest Agents Win,1,
44351127-0db0-4e59-9bad-3c00ce1395f3,10,Max Rounds Reached – Honest Agents Win,1,
05f4445a-79ad-4463-83ca-a1a488940875,10,Max Rounds Reached – Honest Agents Win,1,
85338a1b-798f-43f9-857a-9731b05f97bc,2,Eject No Ejection,0.857142857,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,2,Eject No Ejection,0.857142857,
7b539775-4a57-42a5-94b0-73e15a410cf8,2,Eject No Ejection,0.857142857,
af25c292-2660-4129-aba2-118056766867,2,Eject No Ejection,0.857142857,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,2,Eject No Ejection,0.857142857,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,2,Eject No Ejection,0.857142857,
58792cf0-0ec6-4f49-908d-086ea8078a25,2,Eject No Ejection,0.857142857,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,2,Eject No Ejection,0.857142857,
85338a1b-798f-43f9-857a-9731b05f97bc,3,Eject Agent_6,0.714285714,
05e0d5c1-4e72-4aba-ab28-72a9f8a43de0,3,Eject Agent_6,0.714285714,
7b539775-4a57-42a5-94b0-73e15a410cf8,3,Eject Agent_6,0.714285714,
af25c292-2660-4129-aba2-118056766867,3,Eject Agent_6,0.714285714,
2c1aab22-fe8a-43ae-95af-7756bbe767ac,3,Eject Agent_6,0.714285714,
db7236d0-f4c9-4cdd-b0eb-0bc9cf41cfe2,3,Eject Agent_6,0.714285714,
58792cf0-0ec6-4f49-908d-086ea8078a25,3,Eject Agent_6,0.714285714,
286c5ae1-572d-4f8b-839c-d9754a8b88ac,3,Eject Agent_6,0.714285714,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,2,Eject Agent_4,0.857142857,
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,2,Eject Agent_4,0.857142857,
b8ecc008-b15c-44be-b1ba-6607a61139e6,2,Eject Agent_4,0.857142857,
628fc78f-3b9a-4dfc-98c8-ba599006b3be,2,Eject Agent_4,0.857142857,
5b2531c8-841d-49cf-9b2d-452186bdc78b,2,Eject Agent_4,0.857142857,
a7701777-4ad7-496a-ab5b-66ad18be0851,2,Eject Agent_4,0.857142857,
7993634a-1e96-4d38-b275-fe1b40cc9321,2,Eject Agent_4,0.857142857,
84ec172f-533d-4af0-8bd4-749005857060,2,Eject Agent_4,0.857142857,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,3,Eject Agent_4,1,
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,3,Eject Agent_4,1,
b8ecc008-b15c-44be-b1ba-6607a61139e6,3,Eject Agent_4,1,
628fc78f-3b9a-4dfc-98c8-ba599006b3be,3,Eject Agent_4,1,
5b2531c8-841d-49cf-9b2d-452186bdc78b,3,Eject Agent_4,1,
a7701777-4ad7-496a-ab5b-66ad18be0851,3,Eject Agent_4,1,
7993634a-1e96-4d38-b275-fe1b40cc9321,3,Eject Agent_4,1,
84ec172f-533d-4af0-8bd4-749005857060,3,Eject Agent_4,1,
90d60d7d-f100-4b1d-a1a9-075a79bf1c51,10,Max Rounds Reached – Honest Agents Win,1,
2458b9c7-0dea-4ef7-be0c-c1f6b3cc7d0f,10,Max Rounds Reached – Honest Agents Win,1,
b8ecc008-b15c-44be-b1ba-6607a61139e6,10,Max Rounds Reached – Honest Agents Win,1,
628fc78f-3b9a-4dfc-98c8-ba599006b3be,10,Max Rounds Reached – Honest Agents Win,1,
5b2531c8-841d-49cf-9b2d-452186bdc78b,10,Max Rounds Reached – Honest Agents Win,1,
a7701777-4ad7-496a-ab5b-66ad18be0851,10,Max Rounds Reached – Honest Agents Win,1,
7993634a-1e96-4d38-b275-fe1b40cc9321,10,Max Rounds Reached – Honest Agents Win,1,
84ec172f-533d-4af0-8bd4-749005857060,10,Max Rounds Reached – Honest Agents Win,1,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,1,Eject No Ejection,0.5,
a730ba03-4d10-4899-b811-0bf725570ea1,1,Eject No Ejection,0.5,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,1,Eject No Ejection,0.5,
af257edf-4f49-4ca5-8a12-21852f7abb6f,1,Eject No Ejection,0.5,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,1,Eject No Ejection,0.5,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,1,Eject No Ejection,0.5,
7c8eca9c-0c77-4c77-a495-a19354780aff,1,Eject No Ejection,0.5,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,1,Eject No Ejection,0.5,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,2,Eject No Ejection,0.666666667,
a730ba03-4d10-4899-b811-0bf725570ea1,2,Eject No Ejection,0.666666667,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,2,Eject No Ejection,0.666666667,
af257edf-4f49-4ca5-8a12-21852f7abb6f,2,Eject No Ejection,0.666666667,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,2,Eject No Ejection,0.666666667,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,2,Eject No Ejection,0.666666667,
7c8eca9c-0c77-4c77-a495-a19354780aff,2,Eject No Ejection,0.666666667,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,2,Eject No Ejection,0.666666667,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,3,Eject Agent_6,0.666666667,
a730ba03-4d10-4899-b811-0bf725570ea1,3,Eject Agent_6,0.666666667,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,3,Eject Agent_6,0.666666667,
af257edf-4f49-4ca5-8a12-21852f7abb6f,3,Eject Agent_6,0.666666667,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,3,Eject Agent_6,0.666666667,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,3,Eject Agent_6,0.666666667,
7c8eca9c-0c77-4c77-a495-a19354780aff,3,Eject Agent_6,0.666666667,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,3,Eject Agent_6,0.666666667,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,4,Eject Agent_6,1,
a730ba03-4d10-4899-b811-0bf725570ea1,4,Eject Agent_6,1,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,4,Eject Agent_6,1,
af257edf-4f49-4ca5-8a12-21852f7abb6f,4,Eject Agent_6,1,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,4,Eject Agent_6,1,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,4,Eject Agent_6,1,
7c8eca9c-0c77-4c77-a495-a19354780aff,4,Eject Agent_6,1,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,4,Eject Agent_6,1,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,5,Eject Agent_6,1,
a730ba03-4d10-4899-b811-0bf725570ea1,5,Eject Agent_6,1,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,5,Eject Agent_6,1,
af257edf-4f49-4ca5-8a12-21852f7abb6f,5,Eject Agent_6,1,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,5,Eject Agent_6,1,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,5,Eject Agent_6,1,
7c8eca9c-0c77-4c77-a495-a19354780aff,5,Eject Agent_6,1,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,5,Eject Agent_6,1,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,6,Eject Agent_6,0.8,
a730ba03-4d10-4899-b811-0bf725570ea1,6,Eject Agent_6,0.8,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,6,Eject Agent_6,0.8,
af257edf-4f49-4ca5-8a12-21852f7abb6f,6,Eject Agent_6,0.8,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,6,Eject Agent_6,0.8,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,6,Eject Agent_6,0.8,
7c8eca9c-0c77-4c77-a495-a19354780aff,6,Eject Agent_6,0.8,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,6,Eject Agent_6,0.8,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,7,Eject No Ejection,0.6,
a730ba03-4d10-4899-b811-0bf725570ea1,7,Eject No Ejection,0.6,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,7,Eject No Ejection,0.6,
af257edf-4f49-4ca5-8a12-21852f7abb6f,7,Eject No Ejection,0.6,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,7,Eject No Ejection,0.6,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,7,Eject No Ejection,0.6,
7c8eca9c-0c77-4c77-a495-a19354780aff,7,Eject No Ejection,0.6,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,7,Eject No Ejection,0.6,
9f4c1f59-8d39-492c-bd06-a726affbaa5b,8,Eject Agent_4,0.4,
a730ba03-4d10-4899-b811-0bf725570ea1,8,Eject Agent_4,0.4,
87db8f98-4c9f-4449-bf96-013d8dfcb99a,8,Eject Agent_4,0.4,
af257edf-4f49-4ca5-8a12-21852f7abb6f,8,Eject Agent_4,0.4,
9003d21e-ca0f-44d1-b4fd-835cadc915e9,8,Eject Agent_4,0.4,
e708e462-9cba-4242-8ed6-8bd7aee2cb49,8,Eject Agent_4,0.4,
7c8eca9c-0c77-4c77-a495-a19354780aff,8,Eject Agent_4,0.4,
ca31d829-f6af-4ca6-b7e1-c1e7d133fe7a,8,Eject Agent_4,0.4,
9e979625-220b-4439-a177-eeba279c8442,1,Eject Agent_6,0.857142857,
febb1d3e-d6e4-440e-b9e5-53175762096f,1,Eject Agent_6,0.857142857,
41fb0d82-b53d-4b09-8f53-cd772e6c43b9,1,Eject Agent_6,0.857142857,
eaad0178-c22f-4ef1-8877-ca709d03184c,1,Eject Agent_6,0.857142857,
95461087-0d49-4e17-8e60-59ca3ee0ba87,1,Eject Agent_6,0.857142857,
ee529d71-befa-40d9-88e9-032e7d94d771,1,Eject Agent_6,0.857142857,
3e9ffb52-b6ae-4705-b03c-d0c25257ba83,1,Eject Agent_6,0.857142857,
215a2cff-639e-4cc0-b883-d784652012cf,1,Eject Agent_6,0.857142857,
9e979625-220b-4439-a177-eeba279c8442,2,Eject Agent_7,0.4,
febb1d3e-d6e4-440e-b9e5-53175762096f,2,Eject Agent_7,0.4,
41fb0d82-b53d-4b09-8f53-cd772e6c43b9,2,Eject Agent_7,0.4,
eaad0178-c22f-4ef1-8877-ca709d03184c,2,Eject Agent_7,0.4,
95461087-0d49-4e17-8e60-59ca3ee0ba87,2,Eject Agent_7,0.4,
ee529d71-befa-40d9-88e9-032e7d94d771,2,Eject Agent_7,0.4,
3e9ffb52-b6ae-4705-b03c-d0c25257ba83,2,Eject Agent_7,0.4,
215a2cff-639e-4cc0-b883-d784652012cf,2,Eject Agent_7,0.4,
1b886402-4573-42e9-ae90-d631a57c9174,1,Eject Agent_4,0.857142857,
89973d0c-941e-40e8-8ca4-1cff13165482,1,Eject Agent_4,0.857142857,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,1,Eject Agent_4,0.857142857,
8ba09076-b7a6-497a-a376-46ab43bdb6da,1,Eject Agent_4,0.857142857,
c457cc6c-1e8b-479c-a86f-15493d2db053,1,Eject Agent_4,0.857142857,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,1,Eject Agent_4,0.857142857,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,1,Eject Agent_4,0.857142857,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,1,Eject Agent_4,0.857142857,
1b886402-4573-42e9-ae90-d631a57c9174,2,Eject No Ejection,0.5,
89973d0c-941e-40e8-8ca4-1cff13165482,2,Eject No Ejection,0.5,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,2,Eject No Ejection,0.5,
8ba09076-b7a6-497a-a376-46ab43bdb6da,2,Eject No Ejection,0.5,
c457cc6c-1e8b-479c-a86f-15493d2db053,2,Eject No Ejection,0.5,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,2,Eject No Ejection,0.5,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,2,Eject No Ejection,0.5,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,2,Eject No Ejection,0.5,
1b886402-4573-42e9-ae90-d631a57c9174,3,Eject Agent_7,0.666666667,
89973d0c-941e-40e8-8ca4-1cff13165482,3,Eject Agent_7,0.666666667,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,3,Eject Agent_7,0.666666667,
8ba09076-b7a6-497a-a376-46ab43bdb6da,3,Eject Agent_7,0.666666667,
c457cc6c-1e8b-479c-a86f-15493d2db053,3,Eject Agent_7,0.666666667,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,3,Eject Agent_7,0.666666667,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,3,Eject Agent_7,0.666666667,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,3,Eject Agent_7,0.666666667,
1b886402-4573-42e9-ae90-d631a57c9174,4,Eject Agent_6,0.4,
89973d0c-941e-40e8-8ca4-1cff13165482,4,Eject Agent_6,0.4,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,4,Eject Agent_6,0.4,
8ba09076-b7a6-497a-a376-46ab43bdb6da,4,Eject Agent_6,0.4,
c457cc6c-1e8b-479c-a86f-15493d2db053,4,Eject Agent_6,0.4,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,4,Eject Agent_6,0.4,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,4,Eject Agent_6,0.4,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,4,Eject Agent_6,0.4,
1b886402-4573-42e9-ae90-d631a57c9174,5,Eject Agent_7,1,
89973d0c-941e-40e8-8ca4-1cff13165482,5,Eject Agent_7,1,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,5,Eject Agent_7,1,
8ba09076-b7a6-497a-a376-46ab43bdb6da,5,Eject Agent_7,1,
c457cc6c-1e8b-479c-a86f-15493d2db053,5,Eject Agent_7,1,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,5,Eject Agent_7,1,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,5,Eject Agent_7,1,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,5,Eject Agent_7,1,
1b886402-4573-42e9-ae90-d631a57c9174,6,Eject Agent_7,0.75,
89973d0c-941e-40e8-8ca4-1cff13165482,6,Eject Agent_7,0.75,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,6,Eject Agent_7,0.75,
8ba09076-b7a6-497a-a376-46ab43bdb6da,6,Eject Agent_7,0.75,
c457cc6c-1e8b-479c-a86f-15493d2db053,6,Eject Agent_7,0.75,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,6,Eject Agent_7,0.75,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,6,Eject Agent_7,0.75,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,6,Eject Agent_7,0.75,
1b886402-4573-42e9-ae90-d631a57c9174,7,Eject Agent_7,1,
89973d0c-941e-40e8-8ca4-1cff13165482,7,Eject Agent_7,1,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,7,Eject Agent_7,1,
8ba09076-b7a6-497a-a376-46ab43bdb6da,7,Eject Agent_7,1,
c457cc6c-1e8b-479c-a86f-15493d2db053,7,Eject Agent_7,1,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,7,Eject Agent_7,1,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,7,Eject Agent_7,1,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,7,Eject Agent_7,1,
1b886402-4573-42e9-ae90-d631a57c9174,8,Eject Agent_7,0.75,
89973d0c-941e-40e8-8ca4-1cff13165482,8,Eject Agent_7,0.75,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,8,Eject Agent_7,0.75,
8ba09076-b7a6-497a-a376-46ab43bdb6da,8,Eject Agent_7,0.75,
c457cc6c-1e8b-479c-a86f-15493d2db053,8,Eject Agent_7,0.75,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,8,Eject Agent_7,0.75,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,8,Eject Agent_7,0.75,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,8,Eject Agent_7,0.75,
1b886402-4573-42e9-ae90-d631a57c9174,9,Eject Agent_7,0.75,
89973d0c-941e-40e8-8ca4-1cff13165482,9,Eject Agent_7,0.75,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,9,Eject Agent_7,0.75,
8ba09076-b7a6-497a-a376-46ab43bdb6da,9,Eject Agent_7,0.75,
c457cc6c-1e8b-479c-a86f-15493d2db053,9,Eject Agent_7,0.75,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,9,Eject Agent_7,0.75,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,9,Eject Agent_7,0.75,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,9,Eject Agent_7,0.75,
1b886402-4573-42e9-ae90-d631a57c9174,10,Max Rounds Reached – Honest Agents Win,1,
89973d0c-941e-40e8-8ca4-1cff13165482,10,Max Rounds Reached – Honest Agents Win,1,
af0d5c65-d3c7-4a22-a0c2-f271954f5c2d,10,Max Rounds Reached – Honest Agents Win,1,
8ba09076-b7a6-497a-a376-46ab43bdb6da,10,Max Rounds Reached – Honest Agents Win,1,
c457cc6c-1e8b-479c-a86f-15493d2db053,10,Max Rounds Reached – Honest Agents Win,1,
9c92555e-73bc-45b5-8f5a-c3b8123d4cf2,10,Max Rounds Reached – Honest Agents Win,1,
d8ecc2f1-358f-4895-81eb-1ed19dfbc183,10,Max Rounds Reached – Honest Agents Win,1,
9ff9f4f1-2ba4-488d-b831-da8d092bd8c2,10,Max Rounds Reached – Honest Agents Win,1,
a1a9d328-bfd3-4a21-9977-8478ad9e6d6c,1,Eject Agent_3,0.857142857,
e342f29b-af29-4675-87d6-08e8646aa51a,1,Eject Agent_3,0.857142857,
d07704b0-90d9-42a2-99d7-a81e5ccb93e3,1,Eject Agent_3,0.857142857,
ad31b100-f50d-4d80-8444-b0a8947d074f,1,Eject Agent_3,0.857142857,
e2e784ec-43ed-4e99-942c-7e5545b8fcb6,1,Eject Agent_3,0.857142857,
517da799-6d1a-4243-b456-98df6ac8f519,1,Eject Agent_3,0.857142857,
24a8f5fd-d18e-497d-8867-4fc9c0824969,1,Eject Agent_3,0.857142857,
1904e59b-913d-4dc5-832f-49d0952d1e94,1,Eject Agent_3,0.857142857,
a1a9d328-bfd3-4a21-9977-8478ad9e6d6c,2,Eject Agent_1,0.833333333,
e342f29b-af29-4675-87d6-08e8646aa51a,2,Eject Agent_1,0.833333333,
d07704b0-90d9-42a2-99d7-a81e5ccb93e3,2,Eject Agent_1,0.833333333,
ad31b100-f50d-4d80-8444-b0a8947d074f,2,Eject Agent_1,0.833333333,
e2e784ec-43ed-4e99-942c-7e5545b8fcb6,2,Eject Agent_1,0.833333333,
517da799-6d1a-4243-b456-98df6ac8f519,2,Eject Agent_1,0.833333333,
24a8f5fd-d18e-497d-8867-4fc9c0824969,2,Eject Agent_1,0.833333333,
1904e59b-913d-4dc5-832f-49d0952d1e94,2,Eject Agent_1,0.833333333,
a1a9d328-bfd3-4a21-9977-8478ad9e6d6c,3,Eject Agent_1,0.6,
e342f29b-af29-4675-87d6-08e8646aa51a,3,Eject Agent_1,0.6,
d07704b0-90d9-42a2-99d7-a81e5ccb93e3,3,Eject Agent_1,0.6,
ad31b100-f50d-4d80-8444-b0a8947d074f,3,Eject Agent_1,0.6,
e2e784ec-43ed-4e99-942c-7e5545b8fcb6,3,Eject Agent_1,0.6,
517da799-6d1a-4243-b456-98df6ac8f519,3,Eject Agent_1,0.6,
24a8f5fd-d18e-497d-8867-4fc9c0824969,3,Eject Agent_1,0.6,
1904e59b-913d-4dc5-832f-49d0952d1e94,3,Eject Agent_1,0.6,
a1a9d328-bfd3-4a21-9977-8478ad9e6d6c,4,Eject Agent_6,0.6,
e342f29b-af29-4675-87d6-08e8646aa51a,4,Eject Agent_6,0.6,
d07704b0-90d9-42a2-99d7-a81e5ccb93e3,4,Eject Agent_6,0.6,
ad31b100-f50d-4d80-8444-b0a8947d074f,4,Eject Agent_6,0.6,
e2e784ec-43ed-4e99-942c-7e5545b8fcb6,4,Eject Agent_6,0.6,
517da799-6d1a-4243-b456-98df6ac8f519,4,Eject Agent_6,0.6,
24a8f5fd-d18e-497d-8867-4fc9c0824969,4,Eject Agent_6,0.6,
1904e59b-913d-4dc5-832f-49d0952d1e94,4,Eject Agent_6,0.6,
b96959a3-6afc-4847-917a-8f1c36f5ba93,10,Max Rounds Reached – Honest Agents Win,1,
11f973de-d800-486b-9316-e1f4c5c46345,10,Max Rounds Reached – Honest Agents Win,1,
8bdbe826-7f36-4590-95d5-e2226e3a07f8,10,Max Rounds Reached – Honest Agents Win,1,
3adcd916-e4d1-49a8-bb6b-4851634193eb,10,Max Rounds Reached – Honest Agents Win,1,
d0a60090-9644-4b7d-b2b2-01b236c6dc3e,10,Max Rounds Reached – Honest Agents Win,1,
5287f168-5f5e-4f36-87ce-32c3405f56f3,10,Max Rounds Reached – Honest Agents Win,1,
443e1e19-7c28-4ab3-8be7-dc9d898a6902,10,Max Rounds Reached – Honest Agents Win,1,
8a8de993-90ea-401e-abfe-898f2ba50360,10,Max Rounds Reached – Honest Agents Win,1,
0f8b6473-f5c4-4b90-90eb-35eac5b8ac12,1,Eject No Ejection,0.428571429,
b90b3b8d-9d32-40d5-b7da-3c5bb7bef225,1,Eject No Ejection,0.428571429,
766ec743-0cf3-41a7-9356-a6e1bb01ff93,1,Eject No Ejection,0.428571429,
25f04bd8-64c1-4cdb-9de5-8fa66cab8c68,1,Eject No Ejection,0.428571429,
382594a4-cc35-467f-90ac-1da9b8cfb0cc,1,Eject No Ejection,0.428571429,
b2b02a83-ba51-4c06-abf9-96ee30c170a9,1,Eject No Ejection,0.428571429,
9554e10e-4a7c-466a-a102-fd64c33b9d0b,1,Eject No Ejection,0.428571429,
ad6b1190-8a1d-415a-a7e2-bbf00f44cd62,1,Eject No Ejection,0.428571429,
0f8b6473-f5c4-4b90-90eb-35eac5b8ac12,2,Eject Agent_8,0.8,
b90b3b8d-9d32-40d5-b7da-3c5bb7bef225,2,Eject Agent_8,0.8,
766ec743-0cf3-41a7-9356-a6e1bb01ff93,2,Eject Agent_8,0.8,
25f04bd8-64c1-4cdb-9de5-8fa66cab8c68,2,Eject Agent_8,0.8,
382594a4-cc35-467f-90ac-1da9b8cfb0cc,2,Eject Agent_8,0.8,
b2b02a83-ba51-4c06-abf9-96ee30c170a9,2,Eject Agent_8,0.8,
9554e10e-4a7c-466a-a102-fd64c33b9d0b,2,Eject Agent_8,0.8,
ad6b1190-8a1d-415a-a7e2-bbf00f44cd62,2,Eject Agent_8,0.8,
ad21ec37-660a-44d0-94ba-c701147e40aa,1,Eject No Ejection,0.714285714,
4739529e-e5d9-449a-9dc8-33f08e65a2b4,1,Eject No Ejection,0.714285714,
12410bb7-b692-4c2d-bef2-cc60f2b28a88,1,Eject No Ejection,0.714285714,
f0a94915-f2c3-4b77-9964-2823198f8d7e,1,Eject No Ejection,0.714285714,
59f0bf03-af2e-4d43-b959-8eb7ab006e25,1,Eject No Ejection,0.714285714,
73a2fc27-7772-413c-928e-867386f9be61,1,Eject No Ejection,0.714285714,
a4cf9efa-8af9-4303-b487-bb972ad0a24b,1,Eject No Ejection,0.714285714,
5dcc3507-838a-4cb0-bcb0-984955428bc3,1,Eject No Ejection,0.714285714,
ad21ec37-660a-44d0-94ba-c701147e40aa,2,Eject Agent_8,0.857142857,
4739529e-e5d9-449a-9dc8-33f08e65a2b4,2,Eject Agent_8,0.857142857,
12410bb7-b692-4c2d-bef2-cc60f2b28a88,2,Eject Agent_8,0.857142857,
f0a94915-f2c3-4b77-9964-2823198f8d7e,2,Eject Agent_8,0.857142857,
59f0bf03-af2e-4d43-b959-8eb7ab006e25,2,Eject Agent_8,0.857142857,
73a2fc27-7772-413c-928e-867386f9be61,2,Eject Agent_8,0.857142857,
